"","Barrier","Solution","For high-intensity activities (e.g. running)","If activity was planned alone","If activity was planned outside","If activity was planned with other people","For low-intensity activities (e.g. walking)","If material is required","Other Context","Other Activity","Implementation","Other Profile","No Condition"
"1446","TooDark","Make a commitment to myself to really do this!",1,1,18,0,1,0,0,0,0,1,0
"1447","TooDark","Make my goal public",0,2,22,1,0,0,0,0,0,0,0
"1448","TooDark","Make sure to be visible",0,1,21,0,0,0,0,0,0,0,0
"1449","TooDark","Make sure to get enough sleep before the activity",3,1,21,1,1,1,0,0,0,0,0
"1450","TooDark","Make sure to warm up sufficiently before the activity",2,1,18,1,1,1,0,0,0,0,0
"1451","TooDark","Plan when I have to leave to have enough time",4,3,24,3,4,0,0,0,0,0,0
"1452","TooDark","Provide a positive consequence or reward for doing the activity",2,4,23,2,2,0,0,0,0,0,0
"1453","TooDark","Put a visible reminder, like a postit, somewhere where I will see it",0,1,18,1,0,0,0,0,0,0,0
"1454","TooDark","Put on music or a podcast",3,5,20,1,2,0,0,0,0,0,0
"1455","TooDark","Reduce the mental load by making most decisions (e.g. what to do exactly, what to wear, when to do it) ahead of time, or outsourcing some decisions",0,3,23,1,0,2,0,0,0,0,0
"1456","TooDark","Remind myself of the positive social effects doing this will have",0,1,18,1,0,0,0,0,0,0,2
"1457","TooDark","Set my material or equipment ready to use",0,1,21,0,0,4,0,0,0,0,0
"1458","TooDark","Set suitable clothing ready to use",2,2,19,2,2,1,1,0,0,0,0
"1459","TooDark","Start my day early enough to have time for the activity",5,4,18,4,5,2,0,0,0,0,0
"1460","TooDark","Take a different path",1,4,22,1,1,1,1,0,0,0,0
"1461","TooDark","Take medication to help with the symptoms",1,0,21,0,0,1,0,0,0,0,0
"1462","TooDark","Take pictures during the activity",2,0,23,1,2,1,0,0,1,0,0
"1463","TooDark","Tell myself that you can do this, and think about why",0,1,22,0,0,0,0,0,0,0,0
"1464","TooDark","Think about how I will feel tonight if I haven't managed to do this",2,2,23,2,3,0,0,0,0,0,0
"1465","TooDark","Think about situations where I achieved similar goals",2,3,19,0,2,2,0,0,0,0,0
"1466","TooDark","Use positive selftalk",0,2,22,0,0,0,0,0,0,1,0
"1467","TooDark","Watch something during the activity",0,3,20,0,0,0,1,0,0,0,0
"1468","TooWarm","Adjust the intensity of the activity according to your needs",7,0,20,0,4,0,0,0,0,0,0
"1469","TooWarm","Ask someone to remind you of your activity",1,1,19,1,1,0,0,0,0,0,0
"1470","TooWarm","Call someone while doing the activity",1,2,21,1,0,1,0,0,0,0,0
"1471","TooWarm","Change what I am going to do",4,2,19,1,0,0,0,0,0,0,0
"1472","TooWarm","Check the weather in advance",2,3,19,2,1,0,0,0,0,0,0
"1473","TooWarm","Combine being active with something else I want to do",0,2,21,0,1,0,0,0,0,0,0
"1474","TooWarm","Divide the activity into shorter parts",5,4,23,3,1,1,0,0,0,0,0
"1475","TooWarm","Do it at a different time today",3,1,21,1,1,1,0,0,0,0,0
"1476","TooWarm","Do it indoors instead",1,4,22,2,1,0,0,0,0,0,1
"1477","TooWarm","Do it somewhere else",3,3,20,3,2,1,0,0,0,0,0
"1478","TooWarm","Do the activity alone",1,2,21,1,1,1,0,0,0,0,0
"1479","TooWarm","Find social support in a pet",0,1,20,1,1,0,0,0,0,0,0
"1480","TooWarm","Find someone to provide you with instructions for the behaviour online, for example in a video or text",1,1,20,2,2,1,1,0,0,0,0
"1481","TooWarm","Find someone to provide you with the needed information, either online or offline",1,2,22,3,0,0,0,0,0,0,0
"1482","TooWarm","Find someone who supports me in this, either online or offline, e.g. by encouraging me.",2,4,22,3,1,0,0,0,0,0,0
"1483","TooWarm","Keep my goal in mind",3,4,19,3,3,1,1,0,0,0,0
"1484","TooWarm","Keep track of my activity",1,4,22,0,0,3,0,0,0,0,0
"1485","TooWarm","Keep track of my activity using a device, such as a fitness tracker",1,0,19,0,1,0,0,0,0,0,0
"1486","TooWarm","Learn about health benefits of doing the behaviour",2,2,22,1,0,0,0,0,0,0,0
"1487","TooWarm","Learn about the consequences this will have on my health",0,0,21,0,0,1,0,0,0,0,0
"1488","TooWarm","Learn about the consequences this will have on my mental health",1,1,20,0,1,1,0,0,0,0,0
"1489","TooWarm","Learn about the risks of not doing the behaviour",0,0,21,0,0,0,0,0,0,0,0
"1490","TooWarm","Look up inspirational content, such as videos or posts, online",1,1,21,0,0,0,0,0,0,0,0
"1491","TooWarm","Make a commitment to myself to do this no matter what comes in my way!",4,2,21,1,1,2,0,0,0,0,0
"1492","TooWarm","Make a commitment to myself to really do this!",1,0,21,0,0,0,0,0,0,0,0
"1493","TooWarm","Make my goal public",2,3,23,4,1,0,0,0,0,0,0
"1494","TooWarm","Make sure to be visible",1,0,20,0,1,0,0,0,0,0,0
"1495","TooWarm","Provide a positive consequence or reward for doing the activity",2,1,20,1,2,0,1,0,0,0,0
"1496","TooWarm","Put on music or a podcast",3,5,23,2,3,2,0,0,0,0,0
"1497","TooWarm","Put the material I will need within my sight as a visible reminder",1,0,21,0,0,3,0,0,0,0,0
"1498","TooWarm","Reduce the mental load by making most decisions (e.g. what to do exactly, what to wear, when to do it) ahead of time, or outsourcing some decisions",1,1,21,2,2,1,0,0,0,0,0
"1499","TooWarm","Remind myself of the positive effects doing this will have on my mental health",0,2,19,1,0,0,1,0,0,0,0
"1500","TooWarm","Remind myself of the positive effects doing this will have on my physical health",0,0,19,0,0,0,1,0,0,0,0
"1501","TooWarm","Remind myself of the positive effects this will have on me",0,1,19,0,0,0,1,0,0,0,0
"1502","TooWarm","Remind myself of the positive social effects doing this will have",2,3,21,2,1,2,0,0,0,0,0
"1503","TooWarm","Set an alarm",2,1,19,1,1,0,0,0,0,0,0
"1504","TooWarm","Set my material or equipment ready to use",1,2,19,2,1,6,1,0,0,0,0
"1505","TooWarm","Set suitable clothing ready to use",1,4,22,2,1,3,0,0,0,0,0
"1506","TooWarm","Shorten the duration of the activity",6,2,20,3,2,0,0,0,0,0,0
"1507","TooWarm","Start my day early enough to have time for the activity",5,4,22,3,1,1,0,0,0,0,0
"1508","TooWarm","Take a different path",2,2,20,3,2,1,0,0,0,0,0
"1509","TooWarm","Take away distractions",1,1,22,2,0,1,0,0,0,0,0
"1510","TooWarm","Take breaks whenever needed",3,3,22,1,1,2,0,0,0,0,0
"1511","TooWarm","Take medication to help with the symptoms",1,2,20,2,1,1,2,0,0,0,0
"1512","TooWarm","Take pictures during the activity",0,0,20,1,0,0,0,0,0,0,0
"1513","TooWarm","Tell myself that you can do this, and think about why",1,1,21,1,0,1,0,0,0,0,0
"1514","TooWarm","Think about how I will feel tonight if I haven't managed to do this",1,0,20,0,0,0,0,0,0,0,0
"1515","TooWarm","Think about situations where I achieved similar goals",0,1,19,1,0,0,0,0,0,0,0
"1516","TooWarm","Use positive selftalk",2,3,19,1,1,0,1,0,0,0,0
"1517","TooWarm","Watch something during the activity",0,2,19,0,1,0,0,0,0,0,0
"1518","Wind","Adjust the intensity of the activity according to your needs",7,2,19,1,2,1,0,0,0,0,0
"1519","Wind","Ask other people if they want to join",0,2,22,4,0,1,0,0,0,0,0
"1520","Wind","Call someone while doing the activity",0,1,19,0,0,0,0,0,0,0,0
"1521","Wind","Change the intensity of the activity",7,3,20,2,2,0,0,0,0,0,0
"1522","Wind","Change what I am going to do",1,2,20,0,1,1,0,0,0,0,0
"1523","Wind","Check the weather in advance",4,2,20,3,4,1,0,0,0,0,0
"1524","Wind","Combine being active with something else I want to do",0,5,20,0,0,1,0,0,0,0,0
"1525","Wind","Confirm that the gym / court / ... will be available",2,0,22,0,0,3,0,0,0,0,0
"1526","Wind","Divide the activity into shorter parts",6,4,20,2,1,0,0,0,0,0,0
"1527","Wind","Do it at a different time today",2,5,20,3,1,1,0,0,0,0,0
"1528","Wind","Do it indoors instead",0,3,21,2,1,1,0,0,0,0,0
"1529","Wind","Do it somewhere else",1,1,22,0,1,1,0,0,0,0,0
"1530","Wind","Find social support in a pet",1,2,20,0,0,0,0,0,0,0,0
"1531","Wind","Find someone to help me with those practical barriers",1,1,19,1,0,0,3,0,0,0,0
"1532","Wind","Find someone who supports me in this, either online or offline, e.g. by encouraging me.",0,1,20,1,0,0,0,0,0,0,0
"1533","Wind","Keep my goal in mind",1,3,22,1,1,1,0,0,0,0,0
"1534","Wind","Keep track of my activity",0,0,17,0,0,0,0,0,0,0,0
"1535","Wind","Keep track of my activity using a device, such as a fitness tracker",0,1,20,0,0,0,0,0,0,0,0
"1536","Wind","Learn about health benefits of doing the behaviour",1,1,20,1,1,0,0,0,0,0,0
"1537","Wind","Learn about the consequences this will have on my health",1,3,22,0,0,1,0,0,0,0,0
"1538","Wind","Learn about the consequences this will have on my mental health",1,2,22,0,1,1,0,0,0,0,0
"1539","Wind","Learn about the risks of not doing the behaviour",2,1,19,0,0,0,0,0,0,0,0
"1540","Wind","Look up inspirational content, such as videos or posts, online",0,0,19,0,1,0,0,0,0,0,0
"1541","Wind","Make a commitment to myself to do this no matter what comes in my way!",2,2,22,1,1,1,0,0,0,0,0
"1542","Wind","Make a commitment to myself to really do this!",3,2,20,1,0,0,1,0,0,0,0
"1543","Wind","Make my goal public",0,0,19,1,0,0,0,0,0,0,0
"1544","Wind","Make sure to warm up sufficiently before the activity",2,1,17,1,1,1,0,0,0,0,0
"1545","Wind","Plan how to get there",0,0,17,0,0,0,0,0,0,0,0
"1546","Wind","Provide a positive consequence or reward for doing the activity",2,3,19,1,1,3,0,0,0,0,0
"1547","Wind","Put a visible reminder, like a postit, somewhere where I will see it",0,0,19,0,0,1,0,0,0,0,0
"1548","Wind","Put on music or a podcast",2,1,19,0,2,0,0,0,0,0,0
"1549","Wind","Put the material I will need within my sight as a visible reminder",0,1,20,0,0,5,0,0,0,0,0
"1550","Wind","Reduce the mental load by making most decisions (e.g. what to do exactly, what to wear, when to do it) ahead of time, or outsourcing some decisions",1,0,17,0,1,0,0,0,0,0,0
"1551","Wind","Remind myself of the positive effects doing this will have on my mental health",0,0,17,0,0,0,1,0,0,0,0
"1552","Wind","Remind myself of the positive effects doing this will have on my physical health",0,1,19,0,0,0,0,0,0,0,0
"1553","Wind","Remind myself of the positive effects this will have on me",0,1,19,0,1,0,0,0,0,0,0
"1554","Wind","Remind myself of the positive social effects doing this will have",2,2,19,4,1,0,0,0,0,0,0
"1555","Wind","Set my material or equipment ready to use",0,1,22,0,0,7,0,0,0,0,0
"1556","Wind","Set suitable clothing ready to use",1,1,20,0,0,1,0,0,0,0,0
"1557","Wind","Shorten the duration of the activity",2,3,18,2,1,1,4,0,0,0,0
"1558","Wind","Start my day early enough to have time for the activity",0,0,17,0,0,0,3,0,0,0,0
"1559","Wind","Take a different path",2,2,20,1,1,0,0,0,0,0,0
"1560","Wind","Take breaks whenever needed",3,2,19,1,2,1,0,0,0,0,0
"1561","Wind","Take medication to help with the symptoms",0,0,17,0,0,0,0,0,0,0,0
"1562","Wind","Take pictures during the activity",0,1,20,0,0,2,0,0,0,0,0
"1563","Wind","Tell myself that you can do this, and think about why",1,2,20,0,0,0,0,0,0,0,0
"1564","Wind","Think about how I will feel tonight if I haven't managed to do this",1,1,17,1,1,1,2,0,0,0,0
"1565","Wind","Think about situations where I achieved similar goals",0,2,22,0,0,2,0,0,0,0,0
"1566","Wind","Use positive selftalk",2,2,22,1,1,1,0,0,0,0,0
"1567","Wind","Watch something during the activity",0,0,17,0,0,0,0,0,0,0,0
