"","ID_barrier","label_barrier","Instance_barrier","barrier_group","Instance_solution","ID_solution","label_solution","Category","Count_Always","Count_CC","Count_Never","Count_Total","Rel_Always","Rel_CC","Rel_Never","Relevance"
"471","COPPER:3044","goal conflict concerning energy","i won't have the energy","Motivation, beliefs and goal conflict","find social support in a pet","COPPER:4027","advise to seek emotional support from a pet BCT","social support, information and awareness",8,4,11,23,0.35,0.17,0.48,"relevant"
"472","COPPER:3044","goal conflict concerning energy","i won't have the energy","Motivation, beliefs and goal conflict","find someone to help me with those practical barriers","BCIO:007030","advise to seek instrumental support BCT","social support, information and awareness",10,4,9,23,0.43,0.17,0.39,"relevant"
"473","COPPER:3044","goal conflict concerning energy","i won't have the energy","Motivation, beliefs and goal conflict","remind myself of the positive effects doing this will have on my physical health","COPPER:4037","increase salience of health consequences BCT","social support, information and awareness",19,0,0,19,1,0,0,"relevant"
"474","COPPER:3044","goal conflict concerning energy","i won't have the energy","Motivation, beliefs and goal conflict","take pictures during the activity","COPPER:4002","plan inclusion of taking pictures BCT","goal directed BCT",1,1,18,20,0.05,0.05,0.9,"relevant"
"475","COPPER:3044","goal conflict concerning energy","i won't have the energy","Motivation, beliefs and goal conflict","put on music or a podcast","COPPER:4000","plan inclusion of audio media BCT","goal directed BCT",7,5,7,19,0.37,0.26,0.37,"relevant"
"476","COPPER:3044","goal conflict concerning energy","i won't have the energy","Motivation, beliefs and goal conflict","learn about health benefits of doing the behaviour","COPPER:4036","inform about health benefits BCT","social support, information and awareness",16,1,2,19,0.84,0.05,0.11,"relevant"
"477","COPPER:3044","goal conflict concerning energy","i won't have the energy","Motivation, beliefs and goal conflict","learn about the risks of not doing the behaviour","COPPER:4035","inform about health risks BCT","social support, information and awareness",10,3,8,21,0.48,0.14,0.38,"relevant"
"478","COPPER:3044","goal conflict concerning energy","i won't have the energy","Motivation, beliefs and goal conflict","put the material i will need within my sight as a visible reminder","COPPER:4034","introduce visible material BCT","prepare for activity",9,6,6,21,0.43,0.29,0.29,"irrelevant"
"479","COPPER:3044","goal conflict concerning energy","i won't have the energy","Motivation, beliefs and goal conflict","find someone who supports me in this, either online or offline, e.g. by encouraging me.","BCIO:007031","advise to seek emotional support BCT","social support, information and awareness",11,6,2,19,0.58,0.32,0.11,"relevant"
"480","COPPER:3044","goal conflict concerning energy","i won't have the energy","Motivation, beliefs and goal conflict","make sure to warm up sufficiently before the activity","COPPER:4047","warm up BCT","prepare for activity",10,3,6,19,0.53,0.16,0.32,"relevant"
"481","COPPER:3044","goal conflict concerning energy","i won't have the energy","Motivation, beliefs and goal conflict","plan how to get there","COPPER:4019","plan transport BCT","review behavioral plan",3,7,9,19,0.16,0.37,0.47,"irrelevant"
"482","COPPER:3044","goal conflict concerning energy","i won't have the energy","Motivation, beliefs and goal conflict","make a commitment to myself to do this no matter what comes in my way!","COPPER:4003","affirm commitment despite barriers BCT","goal directed BCT",14,4,3,21,0.67,0.19,0.14,"relevant"
"483","COPPER:3044","goal conflict concerning energy","i won't have the energy","Motivation, beliefs and goal conflict","reduce the mental load by making most decisions (e.g. what to do exactly, what to wear, when to do it) ahead of time, or outsourcing some decisions","BCIO:007134","conserve mental resources BCT","prepare for activity",11,3,5,19,0.58,0.16,0.26,"relevant"
"484","COPPER:3044","goal conflict concerning energy","i won't have the energy","Motivation, beliefs and goal conflict","make my goal public","BCIO:007122","make a goal public BCT","goal directed BCT",3,2,16,21,0.14,0.1,0.76,"relevant"
"485","COPPER:3044","goal conflict concerning energy","i won't have the energy","Motivation, beliefs and goal conflict","learn about the consequences this will have on my mental health","BCIO:007065","inform about emotional consequences BCT","social support, information and awareness",15,1,3,19,0.79,0.05,0.16,"relevant"
"486","COPPER:3044","goal conflict concerning energy","i won't have the energy","Motivation, beliefs and goal conflict","ask other people if they want to join","COPPER:4014","add company BCT","review behavioral plan",4,10,6,20,0.2,0.5,0.3,"relevant"
"487","COPPER:3044","goal conflict concerning energy","i won't have the energy","Motivation, beliefs and goal conflict","combine being active with something else i want to do","BCIO:007016","advise goal integration","goal directed BCT",13,3,7,23,0.57,0.13,0.3,"relevant"
"488","COPPER:3044","goal conflict concerning energy","i won't have the energy","Motivation, beliefs and goal conflict","call someone while doing the activity","BCIO:007016","advise goal integration","goal directed BCT",2,5,16,23,0.09,0.22,0.7,"relevant"
"489","COPPER:3044","goal conflict concerning energy","i won't have the energy","Motivation, beliefs and goal conflict","make a commitment to myself to really do this!","BCIO:007015","affirm commitment BCT","goal directed BCT",17,2,0,19,0.89,0.11,0,"relevant"
"490","COPPER:3041","goal conflict preventing relocation","i can't relocate due to other responsibilities","Motivation, beliefs and goal conflict","do it at a different time today","COPPER:4005","adapt starting time BCT","review behavioral plan",14,5,0,19,0.74,0.26,0,"relevant"
"491","COPPER:3041","goal conflict preventing relocation","i can't relocate due to other responsibilities","Motivation, beliefs and goal conflict","change what i am going to do","COPPER:4008","review plan (other activity) BCT","review behavioral plan",12,4,3,19,0.63,0.21,0.16,"relevant"
"492","COPPER:3041","goal conflict preventing relocation","i can't relocate due to other responsibilities","Motivation, beliefs and goal conflict","do it somewhere else","COPPER:4010","review plan (other location) BCT","review behavioral plan",8,5,6,19,0.42,0.26,0.32,"relevant"
"493","COPPER:3041","goal conflict preventing relocation","i can't relocate due to other responsibilities","Motivation, beliefs and goal conflict","shorten the duration of the activity","COPPER:4007","shorten activity BCT","review behavioral plan",13,3,3,19,0.68,0.16,0.16,"relevant"
"494","COPPER:3041","goal conflict preventing relocation","i can't relocate due to other responsibilities","Motivation, beliefs and goal conflict","find someone to help me with those practical barriers","BCIO:007030","advise to seek instrumental support BCT","social support, information and awareness",3,9,7,19,0.16,0.47,0.37,"relevant"
"495","COPPER:3041","goal conflict preventing relocation","i can't relocate due to other responsibilities","Motivation, beliefs and goal conflict","tell myself that you can do this, and think about why","BCIO:007137","persuade about personal capability BCT","goal directed BCT",8,2,9,19,0.42,0.11,0.47,"irrelevant"
"496","COPPER:3041","goal conflict preventing relocation","i can't relocate due to other responsibilities","Motivation, beliefs and goal conflict","plan how to get there","COPPER:4019","plan transport BCT","review behavioral plan",12,3,4,19,0.63,0.16,0.21,"irrelevant"
"497","COPPER:3041","goal conflict preventing relocation","i can't relocate due to other responsibilities","Motivation, beliefs and goal conflict","make a commitment to myself to really do this!","BCIO:007015","affirm commitment BCT","goal directed BCT",10,1,8,19,0.53,0.05,0.42,"irrelevant"
"498","COPPER:3041","goal conflict preventing relocation","i can't relocate due to other responsibilities","Motivation, beliefs and goal conflict","divide the activity into shorter parts","COPPER:4006","divide activity BCT","review behavioral plan",12,4,3,19,0.63,0.21,0.16,"relevant"
"499","COPPER:3041","goal conflict preventing relocation","i can't relocate due to other responsibilities","Motivation, beliefs and goal conflict","take medication to help with the symptoms","COPPER:4044","encourage short term pharmacological support BCT","prepare for activity",0,1,18,19,0,0.05,0.95,"irrelevant"
"500","COPPER:3042","goal conflict concerning time","i won't have the time","Motivation, beliefs and goal conflict","remind myself of the positive effects doing this will have on my mental health","COPPER:4038","increase salience of emotional consequences BCT","social support, information and awareness",16,1,3,20,0.8,0.05,0.15,"relevant"
"501","COPPER:3042","goal conflict concerning time","i won't have the time","Motivation, beliefs and goal conflict","set my material or equipment ready to use","COPPER:4025","prepare required material BCT","prepare for activity",9,8,3,20,0.45,0.4,0.15,"relevant"
"502","COPPER:3042","goal conflict concerning time","i won't have the time","Motivation, beliefs and goal conflict","learn about health benefits of doing the behaviour","COPPER:4036","inform about health benefits BCT","social support, information and awareness",12,2,5,19,0.63,0.11,0.26,"irrelevant"
"503","COPPER:3042","goal conflict concerning time","i won't have the time","Motivation, beliefs and goal conflict","remind myself of the positive social effects doing this will have","COPPER:4039","increase salience of social consequences BCT","social support, information and awareness",11,5,3,19,0.58,0.26,0.16,"relevant"
"504","COPPER:3042","goal conflict concerning time","i won't have the time","Motivation, beliefs and goal conflict","find social support in a pet","COPPER:4027","advise to seek emotional support from a pet BCT","social support, information and awareness",1,2,11,14,0.07,0.14,0.79,"relevant"
"505","COPPER:3042","goal conflict concerning time","i won't have the time","Motivation, beliefs and goal conflict","ask someone to remind you of your activity","COPPER:4031","seek reminder from others BCT","social support, information and awareness",4,3,13,20,0.2,0.15,0.65,"irrelevant"
